61,3
61,3
60,3
60,3
60,3
60,3
60,3
60,3
60,3
60,3
60,3
60,3
60,3
60,3
60,3
60,3
60,3
60,3
60,3
60,3
60,3
60,3
60,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
59,3
58,3
58,3
58,3
58,3
58,3
58,3
58,3
58,3
58,3
58,3
58,3
58,3
58,3
58,3
58,3
58,3
58,3
58,3
58,3
58,3
57,3
57,3
57,4
57,4
57,4
57,4
57,4
57,4
57,4
57,4
57,4
57,4
57,4
57,4
57,4
57,4
57,4
57,4
57,4
58,4
58,4
58,4
58,4
58,4
58,4
58,4
58,4
58,4
58,4
58,4
58,4
58,4
58,4
58,4
58,4
58,4
58,4
58,4
58,4
58,4
59,4
59,4
59,4
59,4
59,4
59,4
59,4
59,4
59,4
59,4
59,4
59,4
59,4
59,4
59,4
59,4
59,4
59,4
59,4
59,4
60,4
60,4
60,4
60,4
60,4
60,4
60,4
60,4
60,4
60,4
60,4
60,4
60,4
60,4
60,4
60,4
60,4
60,4
60,4
60,4
60,4
60,4
61,4
61,4
61,4
61,4
61,4
61,4
61,4
61,4
61,4
61,4
61,4
61,4
61,4
61,4
61,4
61,4
61,4
61,4
61,4
61,4
61,4
62,4
62,4
62,4
62,4
62,4
62,4
62,4
62,4
62,4
62,4
62,4
62,4
62,4
62,4
62,4
62,4
62,4
62,4
62,4
62,4
62,4
62,4
63,4
63,4
63,4
63,4
63,4
63,4
63,4
63,4
63,4
63,4
63,4
63,4
63,4
63,4
63,4
63,4
63,4
63,4
63,4
63,4
63,4
63,4
64,4
64,4
64,4
64,4
64,4
64,4
64,4
64,4
64,4
64,4
64,4
64,4
64,4
64,4
64,4
64,4
64,4
64,4
64,4
64,4
65,4
65,4
65,4
65,4
65,4
65,4
65,4
65,4
65,4
65,4
65,4
65,4
65,4
65,4
65,4
65,4
65,4
65,4
65,4
65,4
65,4
65,4
66,4
66,4
66,4
66,4
66,4
66,4
66,4
66,4
66,4
66,4
66,4
66,4
66,4
